"","Governorate","District","Place","Longitude","Latitude","PlaceID","base2","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","private.setting","communal.setting","communal.setting10","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air"
"1680","Kirkuk","Al-Hawiga","Hay Al Sha'b",43.845064,35.500217,"24361","Rest of Iraq",3000,500,0,0,0,0,0,0,0,1200,1800,0,0,1800,0,0,0,0,0
"1681","Kirkuk","Al-Hawiga","Shamitt Village",43.988349,35.429786,"24362","Rest of Iraq",1200,200,0,0,0,0,0,0,0,0,1200,0,0,1200,0,0,0,0,0
"1682","Kirkuk","Al-Hawiga","Namisa Village",43.965011,35.452523,"24363","Rest of Iraq",1050,175,0,0,0,150,0,0,0,0,900,150,150,900,0,0,150,0,0
"1683","Kirkuk","Al-Hawiga","Atira Village",43.856173,35.432,"24364","Rest of Iraq",1200,200,0,0,0,0,0,0,0,0,1200,0,0,1200,0,0,0,0,0
"1684","Kirkuk","Al-Hawiga","Al A'nadiyah Village",43.855891,35.431592,"24365","Rest of Iraq",480,80,0,0,0,0,0,0,0,0,480,0,0,480,0,0,0,0,0
"1685","Kirkuk","Al-Hawiga","Al Silkizat Village",43.883961,35.402192,"24366","Rest of Iraq",600,100,0,0,0,0,0,0,0,0,600,0,0,600,0,0,0,0,0
"1686","Kirkuk","Al-Hawiga","Jamos Village",43.967756,35.429289,"24367","Rest of Iraq",1500,250,0,0,0,600,0,0,0,0,900,600,600,900,0,0,600,0,0
"1687","Missan","Amara","Hay Al Jama'iat",47.122306,31.876229,"24369","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1688","Missan","Amara","Hay Al Baqer",47.1159,31.820679,"24370","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,6,18,0,0,0,0
"1689","Missan","Amara","Hay Al Jihad",47.1764,31.8652,"24371","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"1690","Missan","Al-Mejar Al-Kabir","Hay Al Mu'lmin Al Jadid",47.162716,31.580731,"24372","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"1691","Najaf","Najaf","Al Quds 22",44.364731,31.98277,"24373","Rest of Iraq",312,52,0,0,150,0,0,0,0,0,162,150,150,0,162,150,0,0,0
"1692","Najaf","Kufa","Albu Hadary",44.387398,32.054833,"24374","Rest of Iraq",552,92,0,0,138,0,0,0,0,0,414,138,138,0,414,138,0,0,0
"1693","Najaf","Kufa","Al Kreishat",44.415353,32.018535,"24375","Rest of Iraq",270,45,0,0,0,0,0,0,0,0,270,0,0,0,270,0,0,0,0
"1694","Najaf","Najaf","Al Noor",44.326596,31.980519,"24376","Rest of Iraq",144,24,0,0,0,0,0,0,0,0,144,0,0,0,144,0,0,0,0
"1695","Najaf","Najaf","Hay Al qadissiyah",44.364919,31.999508,"24377","Rest of Iraq",210,35,0,0,0,0,0,0,0,0,210,0,0,0,210,0,0,0,0
"1696","Najaf","Najaf","Hay Tabok",44.333302,31.982846,"24378","Rest of Iraq",168,28,0,0,0,0,0,0,0,0,168,0,0,0,168,0,0,0,0
"1697","Ninewa","Mosul","Qara Tapa",43.282671,36.403926,"24379","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1698","Qadissiya","Diwaniya","Al-Asaia village",44.58491,31.800844,"24380","Rest of Iraq",180,30,0,0,150,0,0,0,0,0,30,150,150,30,0,150,0,0,0
"1699","Qadissiya","Diwaniya","Al-Taqiya 2",44.899698,31.969914,"24381","Rest of Iraq",600,100,0,0,540,0,0,0,0,0,60,540,540,60,0,540,0,0,0
"1700","Qadissiya","Diwaniya","Hay Al Shomos",44.860037,32.006099,"24382","Rest of Iraq",180,30,0,0,126,0,0,0,0,0,54,126,126,54,0,126,0,0,0
"1701","Qadissiya","Diwaniya","Monaem village",44.85088,31.944158,"24383","Rest of Iraq",60,10,0,0,0,0,0,54,0,0,6,54,0,6,0,0,0,0,54
"1702","Ninewa","Mosul","TaisKharab Sagheer",43.378318,36.400308,"24384","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1703","Basrah","Basrah","Hor Al Saad",47.4287,31.0253,"24414","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1704","Thi-Qar","Nassriya","Al Asrriyah Village",46.235472,31.12304,"24415","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0
"1705","Missan","Amara","Al-Imarat Al Jadeda",47.126249,31.846819,"24416","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,0
"1706","Babylon","Hilla","Zwir AlGharbi",44.421289,32.515512,"24420","Rest of Iraq",210,35,0,0,0,0,0,0,0,0,210,0,0,210,0,0,0,0,0
"1707","Kirkuk","Kirkuk","Sayada village",44.3563,35.378021,"24422","Rest of Iraq",1080,180,0,300,0,0,0,600,0,0,180,900,900,180,0,0,0,300,600
"1708","Babylon","Al-Musayab","Mhaizm 2",44.356639,32.525792,"24423","Rest of Iraq",138,23,0,0,138,0,0,0,0,0,0,138,138,0,0,138,0,0,0
"1709","Babylon","Al-Musayab","Al Nakhil",44.329155,32.541015,"24424","Rest of Iraq",150,25,0,0,0,150,0,0,0,0,0,150,150,0,0,0,150,0,0
"1710","Babylon","Al-Musayab","Albaqer village",44.359935,32.530625,"24425","Rest of Iraq",132,22,0,0,0,132,0,0,0,0,0,132,132,0,0,0,132,0,0
"1711","Babylon","Al-Musayab","Taha S'alu village",44.370814,32.516898,"24426","Rest of Iraq",72,12,0,0,36,0,0,0,0,0,36,36,0,36,0,36,0,0,0
"1712","Babylon","Al-Musayab","AlMuhnawea - village 3  - Al Sada",44.265517,32.693544,"24427","Rest of Iraq",42,7,0,0,42,0,0,0,0,0,0,42,0,0,0,42,0,0,0
"1713","Babylon","Al-Musayab","Arathy AlNasreya - Al Sada",44.323674,32.703203,"24428","Rest of Iraq",72,12,0,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,0
"1714","Najaf","Najaf","Al Shahid Al Sader 306",44.322602,32.070201,"24429","Rest of Iraq",252,42,0,0,0,0,0,0,0,0,252,0,0,0,252,0,0,0,0
"1715","Babylon","Al-Musayab","Alshejairea - Al Sada",44.281072,32.703935,"24430","Rest of Iraq",90,15,0,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,0
"1716","Babylon","Al-Mahawil","Al taba - Al Neel",44.5283,32.543664,"24431","Rest of Iraq",78,13,0,0,0,12,0,0,0,0,66,12,0,66,0,0,12,0,0
"1717","Babylon","Al-Mahawil","AlRashead village  - - Al Neel",44.567323,32.545578,"24432","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1718","Najaf","Najaf","Al Imam Al Mahdi",44.335408,31.995672,"24433","Rest of Iraq",132,22,0,0,0,0,0,0,0,0,132,0,0,0,132,0,0,0,0
"1719","Babylon","Al-Mahawil","khalf alsharkhy village - - Al Neel",44.500361,32.544811,"24434","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1720","Babylon","Al-Mahawil","Alshalab village - - Al Neel",44.510136,32.548543,"24435","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,0
"1721","Qadissiya","Diwaniya","Al Suniyah Area - Albo Hasan",44.899698,31.969914,"24436","Rest of Iraq",450,75,0,0,360,0,0,0,0,0,90,360,360,90,0,360,0,0,0
"1722","Qadissiya","Hamza","Al Shanafiyah area - Al Asriyah Village",44.642554,31.575183,"24437","Rest of Iraq",1680,280,0,0,0,1620,0,0,0,0,60,1620,1620,60,0,0,1620,0,0
"1723","Babylon","Al-Mahawil","Alammar village - - Al Neel",44.519842,32.551113,"24438","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,0
"1724","Baghdad","Adhamia","Tarbiya - 317",44.390281,33.406469,"24439","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"1725","Baghdad","Adhamia","AL Sha'b - 335",44.387552,33.417946,"24440","Rest of Iraq",126,21,0,0,0,0,0,0,0,0,126,0,0,126,0,0,0,0,0
"1726","Baghdad","Adhamia","AL Sha'b - 337",44.40749,33.414602,"24441","Rest of Iraq",162,27,0,0,0,0,0,0,0,0,162,0,0,162,0,0,0,0,0
"1727","Baghdad","Adhamia","AL Sha'b - 343",44.414459,33.426816,"24443","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1728","Baghdad","Karkh","Al Jaza'er - 818",44.370787,33.256917,"24445","Rest of Iraq",798,133,0,0,0,0,0,0,0,0,798,0,0,798,0,0,0,0,0
"1729","Baghdad","Karkh","Al Jaza'er - 820",44.370336,33.253298,"24446","Rest of Iraq",840,140,0,0,0,0,0,0,0,0,840,0,0,840,0,0,0,0,0
"1730","Baghdad","Karkh","Al Resala - 851",44.325346,33.246645,"24447","Rest of Iraq",1008,168,0,0,0,0,0,0,0,0,1008,0,0,1008,0,0,0,0,0
"1731","Baghdad","Adhamia","AL Sha'b - 353",44.396387,33.424956,"24448","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"1732","Baghdad","Adhamia","AL Sha'b - 359",44.390817,33.422691,"24449","Rest of Iraq",192,32,0,0,0,0,0,0,0,0,192,0,0,192,0,0,0,0,0
"1733","Baghdad","Adhamia","AL Sha'b - 357",44.386777,33.42075,"24450","Rest of Iraq",84,14,0,0,0,0,0,0,0,0,84,0,0,84,0,0,0,0,0
"1734","Baghdad","Al Resafa","Al Karada -910",44.440229,33.311221,"24451","Rest of Iraq",54,9,0,0,0,42,0,0,0,0,12,42,0,12,0,0,42,0,0
"1735","Baghdad","Al Resafa","Al Muthana - 717",44.467025,33.341705,"24452","Rest of Iraq",102,17,0,0,0,0,0,0,0,0,102,0,0,102,0,0,0,0,0
"1736","Kirkuk","Kirkuk","Al Takhi Village",44.351849,35.388361,"24453","Rest of Iraq",330,55,0,0,0,330,0,0,0,0,0,330,330,0,0,0,330,0,0
"1737","Babylon","Hilla","Muhaizem 2 - Abu Gharaq",44.399007,32.51164,"24454","Rest of Iraq",306,51,0,0,186,0,0,0,0,0,120,186,156,120,0,186,0,0,0
"1738","Babylon","Hilla","Al Yousfya - Abu Gharaq",44.315053,32.500674,"24455","Rest of Iraq",90,15,0,0,90,0,0,0,0,0,0,90,90,0,0,90,0,0,0
"1739","Babylon","Hilla","Al Taqa - Abu Gharaq",44.308113,32.54044,"24456","Rest of Iraq",318,53,0,0,42,0,0,0,0,276,0,42,0,0,0,42,0,0,0
"1740","Babylon","Hilla","Hay Al Hussain - Abu Gharaq",44.363787,32.524742,"24457","Rest of Iraq",102,17,0,0,60,42,0,0,0,0,0,102,0,0,0,60,42,0,0
"1741","Babylon","Hilla","Al Daghaghla - Abu Gharaq",44.319772,32.489633,"24458","Rest of Iraq",72,12,0,0,72,0,0,0,0,0,0,72,72,0,0,72,0,0,0
"1742","Babylon","Hilla","Abo Hadma",44.457779,32.5388,"24459","Rest of Iraq",132,22,0,0,132,0,0,0,0,0,0,132,132,0,0,132,0,0,0
"1743","Babylon","Hilla","Albo Hamir",44.45015,32.490888,"24460","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0
"1744","Babylon","Hilla","Albo Nafe'a",44.529082,32.504485,"24461","Rest of Iraq",360,60,0,0,24,0,0,0,0,0,336,24,0,336,0,24,0,0,0
"1745","Babylon","Hilla","Saif Saad",44.482577,32.483062,"24462","Rest of Iraq",90,15,0,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,0
"1746","Babylon","Al-Mahawil","Algreaay",44.439883,32.661023,"24463","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1747","Babylon","Al-Mahawil","Hay Zain Alabadeen",44.403315,32.669688,"24464","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1748","Babylon","Al-Mahawil","Albad'a- hay Alaskari",44.411732,32.692048,"24465","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,108,0,0,0,0,0
"1749","Babylon","Al-Mahawil","Al Murtdha village",44.382986,32.665876,"24466","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1750","Babylon","Al-Mahawil","Alazawea",44.417041,32.706396,"24467","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"1751","Babylon","Al-Mahawil","Al'aweara",44.396596,32.647335,"24468","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"1752","Babylon","Al-Mahawil"," Barnon-Al Qasabah Al kadima",44.412258,32.570841,"24469","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,78,0,0,0,0,0
"1753","Baghdad","Al Resafa","Al Muthana - 718",44.473995,33.332545,"24470","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"1754","Baghdad","Al Resafa","Al Muthana - 712",44.467874,33.348345,"24471","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1755","Baghdad","Al Resafa","Al Ubaidy 766",44.52,33.38,"24472","Rest of Iraq",96,16,0,0,0,0,0,0,0,42,54,0,0,54,0,0,0,0,0
"1756","Baghdad","Al Resafa","Al Za'afaranyah - 951",44.49,33.26,"24473","Rest of Iraq",396,66,0,174,0,0,0,0,216,0,6,390,354,6,0,216,0,174,0
"1757","Baghdad","Al Resafa","Ma'amil - Mahalla 781",44.528461,33.437719,"24474","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"1758","Baghdad","Al Resafa","Ma'amil - Mahalla 771",44.524361,33.44891,"24475","Rest of Iraq",138,23,0,0,0,0,0,0,0,54,84,0,0,84,0,0,0,0,0
"1759","Baghdad","Al Resafa","Ma'amil - Mahalla 770",44.523979,33.456891,"24476","Rest of Iraq",48,8,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
"1760","Baghdad","Al Resafa","Ma'amil - Mahalla 779",44.534,33.46251,"24477","Rest of Iraq",54,9,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
"1761","Baghdad","Kadhimia","Kadhimia Center - 421",44.334006,33.382531,"24478","Rest of Iraq",456,76,0,0,426,0,0,0,0,0,30,426,426,0,30,426,0,0,0
"1762","Basrah","Basrah","Hay Al Shuhada'a",47.8121,30.4483,"24479","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,42,12,0,0,0,0
"1763","Basrah","Abu Al-Khaseeb","Door Alasmeadh",48.0254,30.4483,"24480","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0
"1764","Basrah","Basrah","Al Muhallab",47.8079,30.4904,"24481","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1765","Basrah","Basrah","Hay Al Tamim",47.7742,30.4989,"24482","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1766","Diyala","Al-Khalis","Al Salam",44.715,33.935,"24483","Rest of Iraq",468,78,0,0,0,0,0,0,0,0,468,0,0,468,0,0,0,0,0
"1767","Missan","Amara","Hay Al-Ameer - Al Kumayt",46.876902,32.037774,"24485","Rest of Iraq",258,43,0,210,0,0,0,0,0,48,0,210,210,0,0,0,0,210,0
"1768","Missan","Amara","Hay Al-Zahra'a - Al Kumayt",46.882207,32.029719,"24486","Rest of Iraq",174,29,0,174,0,0,0,0,0,0,0,174,174,0,0,0,0,174,0
"1769","Qadissiya","Diwaniya","Hay Al-Askary - Al Siniya",44.771672,32.06462,"24487","Rest of Iraq",180,30,0,0,90,0,0,42,0,0,48,132,90,48,0,90,0,0,42
"1770","Qadissiya","Afaq","Hay Al-Hakeem - Summar",44.995904,32.151163,"24488","Rest of Iraq",630,105,0,0,240,90,0,30,0,0,270,360,270,150,120,240,90,0,30
"1771","Qadissiya","Hamza","Al-Hacham village",44.940627,31.819988,"24489","Rest of Iraq",180,30,0,0,150,0,0,0,0,0,30,150,150,30,0,150,0,0,0
"1772","Qadissiya","Al-Shamiya","Hay Al-Ameer - Al Mahnawiya",44.559533,32.055452,"24490","Rest of Iraq",270,45,0,0,90,120,0,0,0,0,60,210,210,60,0,90,120,0,0
"1773","Qadissiya","Al-Shamiya","Um Al-Bat - Al Salhiya",44.544245,32.023277,"24491","Rest of Iraq",180,30,0,0,180,0,0,0,0,0,0,180,180,0,0,180,0,0,0
"1774","Thi-Qar","Suq Al-Shoyokh","Hey al-chaoui",46.44436,30.906654,"24493","Rest of Iraq",96,16,0,0,0,0,0,0,0,0,96,0,0,78,18,0,0,0,0
"1775","Thi-Qar","Nassriya","Al Aker",46.155579,31.039025,"24494","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1776","Kirkuk","Al-Hawiga","Saba'h Village",43.736729,35.369028,"24495","Rest of Iraq",300,50,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0
"1777","Kirkuk","Al-Hawiga","Khazifi Village",44.004595,35.383368,"24496","Rest of Iraq",300,50,0,0,0,0,0,0,0,0,300,0,0,300,0,0,0,0,0
"1778","Baghdad","Al Resafa","Al baladiyat - 728",44.483805,33.34489,"24497","Rest of Iraq",66,11,0,30,0,0,0,0,0,0,36,30,0,36,0,0,0,30,0
"1779","Baghdad","Al Resafa","Al baladiyat - 730",44.486013,33.348078,"24498","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"1780","Baghdad","Al Resafa","Al baladiyat - 734",44.486016,33.348085,"24499","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1781","Baghdad","Al Resafa","Al baladiyat - 732",44.4860119,33.348088,"24500","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1782","Baghdad","Kadhimia","Al-Shalchiya",44.340022,33.352304,"24501","Rest of Iraq",66,11,0,0,0,0,0,0,0,0,66,0,0,66,0,0,0,0,0
"1783","Baghdad","Al Resafa","Sadir 8 -550",44.428977,33.379099,"24502","Rest of Iraq",216,36,0,0,0,0,0,0,0,0,216,0,0,216,0,0,0,0,0
"1784","Baghdad","Al Resafa","Sadir 2 - 511",44.424871,33.381861,"24503","Rest of Iraq",108,18,0,66,0,0,0,0,0,0,42,66,66,18,24,0,0,66,0
"1785","Baghdad","Al Resafa","Sadir 3 - 555",44.431516,33.383792,"24504","Rest of Iraq",90,15,0,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,0
"1786","Baghdad","Al Resafa","Ma'amil - Mahalla 785",44.524369,33.44897,"24505","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"1787","Babylon","Hilla","AlMarashdah Villge",44.397134,32.487055,"24511","Rest of Iraq",174,29,0,0,0,48,0,0,0,0,126,48,0,126,0,0,48,0,0
"1788","Babylon","Hilla","Albu Ajaaj",44.449617,32.533448,"24512","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,78,0,0,0,0,0
"1789","Babylon","Hilla","Chabsa",44.365347,32.502077,"24513","Rest of Iraq",54,9,0,0,54,0,0,0,0,0,0,54,0,0,0,54,0,0,0
"1790","Babylon","Hilla","Abo Otham",44.356743,32.466524,"24514","Rest of Iraq",102,17,0,0,102,0,0,0,0,0,0,102,102,0,0,102,0,0,0
"1791","Babylon","Hilla","Hay Alzahraa",44.356796,32.526924,"24515","Rest of Iraq",420,70,0,0,420,0,0,0,0,0,0,420,420,0,0,420,0,0,0
"1792","Babylon","Hilla","Al-Rarengya",44.405505,32.409542,"24516","Rest of Iraq",150,25,0,0,0,0,0,0,0,0,150,0,0,150,0,0,0,0,0
"1793","Babylon","Al-Mahawil","Al- lubat",44.511984,32.52399,"24517","Rest of Iraq",72,12,0,0,60,12,0,0,0,0,0,72,0,0,0,60,12,0,0
"1794","Babylon","Al-Mahawil","Sreadib",44.433858,32.32547,"24518","Rest of Iraq",36,6,0,0,24,12,0,0,0,0,0,36,0,0,0,24,12,0,0
"1795","Babylon","Al-Mahawil"," Barnon-hay Alaskry",44.41244,32.570921,"24519","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,0,24,0,0,0,0
"1796","Babylon","Al-Mahawil","jabla-alshwafa",44.607642,32.702762,"24520","Rest of Iraq",54,9,0,0,54,0,0,0,0,0,0,54,0,0,0,54,0,0,0
"1797","Babylon","Al-Mahawil","jabla-Hay Rhaema",44.597793,32.750967,"24521","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1798","Kerbala","Al-Hindiya","Al-Tanbi",44.13001,32.481,"24522","Rest of Iraq",792,132,0,0,792,0,0,0,0,0,0,792,792,0,0,792,0,0,0
"1799","Qadissiya","Diwaniya","Al-Jethaa",44.761853,32.09004,"24523","Rest of Iraq",330,55,0,0,294,0,0,0,0,0,36,294,294,36,0,294,0,0,0
"1800","Najaf","Kufa","Al Sahla Illegal",44.377935,32.039044,"24524","Rest of Iraq",270,45,0,0,180,0,0,0,0,0,90,180,180,0,90,180,0,0,0
"1801","Najaf","Al-Manathera","Al Shahid Al Sader",44.491175,31.804388,"24525","Rest of Iraq",342,57,0,0,300,0,0,0,0,0,42,300,300,0,42,300,0,0,0
"1802","Basrah","Abu Al-Khaseeb"," Mhjeran",47.9336,30.4618,"24526","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1803","Basrah","Fao","FAO AlShamaliya",48.4655,29.9786,"24527","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1804","Basrah","Al-Midaina","Eaz Al Din Selem  Al Huwair",47.3659,30.9939,"24528","Rest of Iraq",126,21,0,0,0,0,0,0,0,0,126,0,0,126,0,0,0,0,0
"1805","Basrah","Basrah","Al Harthah Almagdah",47.7551,30.5987,"24529","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1806","Basrah","Shatt Al-Arab"," Al Nashwa  Al radhia",47.5892,30.8171,"24530","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,0
"1807","Basrah","Shatt Al-Arab","Shatt Al-Arab / Tanoma/36 St",47.85265,30.53157,"24531","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1808","Missan","Amara","Al Hay Al Jame'I",47.168015,31.812216,"24532","Rest of Iraq",216,36,0,0,0,0,0,0,0,0,216,0,0,120,96,0,0,0,0
"1809","Missan","Al-Mejar Al-Kabir","Hay Al Hassan",47.1802,31.5808,"24533","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,12,6,0,0,0,0
"1810","Missan","Al-Mejar Al-Kabir","Hay Al Sadrayn",47.153904,31.578324,"24534","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1811","Missan","Al-Mejar Al-Kabir","Hay Door Al Waraq",47.190648,31.644799,"24535","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0
"1812","Missan","Al-Mejar Al-Kabir","Hay Al-Hussain - Al A'dil",47.114393,31.486542,"24536","Rest of Iraq",36,6,0,0,0,0,0,0,0,30,6,0,0,6,0,0,0,0,0
"1813","Missan","Al-Mejar Al-Kabir","Abu AlA'la Village",47.153042,31.549762,"24537","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1814","Thi-Qar","Al-Shatra","Al Mustashfa St",46.168449,31.402732,"24538","Rest of Iraq",252,42,0,0,90,0,0,0,0,0,162,90,90,150,12,90,0,0,0
"1815","Thi-Qar","Nassriya","Al Ghazi",46.155579,31.039025,"24539","Rest of Iraq",180,30,0,0,180,0,0,0,0,0,0,180,180,0,0,180,0,0,0
"1816","Thi-Qar","Nassriya","Al Mahaliyah",46.243642,31.04923,"24540","Rest of Iraq",126,21,0,0,0,0,0,0,0,0,126,0,0,42,84,0,0,0,0
"1817","Babylon","Al-Mahawil","Abu halael - Al Neel Area",44.57721,32.555554,"24541","Rest of Iraq",24,4,0,0,0,24,0,0,0,0,0,24,0,0,0,0,24,0,0
"1818","Babylon","Al-Mahawil","khafaja village",44.454399,32.66263,"24542","Rest of Iraq",36,6,0,36,0,0,0,0,0,0,0,36,0,0,0,0,0,36,0
"1819","Babylon","Al-Mahawil","Maghear Village - Al Neel",44.561712,32.555514,"24543","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,0
"1820","Babylon","Hashimiya","Al Hu'sen - Al Midhatiya",44.540191,32.392616,"24544","Rest of Iraq",240,40,0,0,108,0,0,0,0,0,132,108,108,132,0,108,0,0,0
"1821","Kirkuk","Dabes","Al Qaragul",44.38654,35.064269,"24546","Rest of Iraq",600,100,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0
"1822","Missan","Amara","Hay Al-Hadi",47.140241,31.830893,"24547","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,18,6,0,0,0,0
"1823","Missan","Qal'at Saleh","Hay al-shuhada'a",47.296903,31.519199,"24548","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,6,6,0,0,0,0
"1824","Ninewa","Mosul","Al Harmaat",43.074015,36.358849,"24549","Rest of Iraq",630,105,0,144,120,264,0,0,0,0,102,528,528,102,0,120,264,144,0
"1825","Ninewa","Mosul","Al-Methaq",43.208332,36.330013,"24550","Rest of Iraq",222,37,0,60,0,144,0,0,0,0,18,204,84,18,0,0,144,60,0
"1826","Missan","Al-Mejar Al-Kabir","Al Mabrukah Village",47.203846,31.633591,"24551","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1827","Salah al-Din","Tikrit","Al Fathah Area",43.54735,35.063739,"24552","Rest of Iraq",900,150,0,120,60,180,0,0,0,0,540,360,300,300,240,60,180,120,0
"1828","Thi-Qar","Nassriya","Sayid khudair",46.258643,31.007608,"24556","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1829","Babylon","Hilla","Al Kefel - Al Qasaba Al Qadima",44.371278,32.210058,"24561","Rest of Iraq",144,24,0,0,0,30,0,0,0,0,114,30,0,114,0,0,30,0,0
"1830","Babylon","Hilla","Al Kafel - 7 Nissan",44.409527,32.411814,"24562","Rest of Iraq",210,35,0,0,132,0,0,0,0,0,78,132,132,78,0,132,0,0,0
"1831","Babylon","Hilla","Al Kafal - Khan Sayed Nour",44.3555,32.2328,"24563","Rest of Iraq",168,28,0,0,78,0,0,0,0,0,90,78,78,90,0,78,0,0,0
"1832","Babylon","Hilla","Al Kafal - Marthawil",44.345,32.2241,"24564","Rest of Iraq",78,13,0,0,30,0,0,0,0,0,48,30,0,48,0,30,0,0,0
"1833","Babylon","Al-Mahawil","Al Imam - Hay Al Hussien",44.3023311,32.407527,"24565","Rest of Iraq",60,10,0,0,12,0,0,0,0,0,48,12,0,48,0,12,0,0,0
