"","Governorate","District","Place","Longitude","Latitude","PlaceID","base2","total","Master.Families","IDPs.in.Camps.or.transit.camps","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","private.setting","communal.setting","communal.setting10","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air"
"1524","Baghdad","Karkh","Al Shabab - 839",44.351747,33.233369,"24120","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0
"1525","Baghdad","Mahmoudiya","Al Rubaiy - 210",44.358713,33.052845,"24121","Rest of Iraq",150,25,0,0,0,0,0,0,0,0,150,0,0,90,60,0,0,0,0
"1526","Salah al-Din","Samarra","Hay Al Mu'lmeen - 109",43.885562,34.196656,"24122","Rest of Iraq",252,42,0,24,0,90,0,0,0,0,138,114,0,54,84,0,90,24,0
"1527","Basrah","Basrah","Hay Al Jamiah",47.8023,30.4742,"24126","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,66,12,0,0,0,0
"1528","Baghdad","Al Resafa","Al Muthana - 714",44.450418,33.326078,"24129","Rest of Iraq",114,19,0,0,0,0,0,0,0,0,114,0,0,72,42,0,0,0,0
"1529","Kerbala","Kerbala","Maitham Al Tammar",44.023022,32.365726,"24137","Rest of Iraq",498,83,0,0,498,0,0,0,0,0,0,498,498,0,0,498,0,0,0
"1530","Kirkuk","Kirkuk","Hay Arafah 201",44.383186,35.489187,"24142","Rest of Iraq",810,135,0,0,0,0,0,0,0,240,570,0,0,480,90,0,0,0,0
"1531","Najaf","Najaf","Al Adalah 119",44.35874,32.033846,"24143","Rest of Iraq",228,38,0,0,84,0,0,0,0,0,144,84,84,0,144,84,0,0,0
"1532","Ninewa","Mosul","Al Samaqiyah",43.250424,36.465271,"24146","Rest of Iraq",456,76,0,0,0,120,0,0,0,0,336,120,120,336,0,0,120,0,0
"1533","Qadissiya","Diwaniya","Al Uroba 2",44.920581,31.992252,"24147","Rest of Iraq",114,19,0,0,0,0,0,0,0,0,114,0,0,0,114,0,0,0,0
"1534","Basrah","Abu Al-Khaseeb","Kut Al Solhy",47.9038,30.4502,"24158","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1535","Babylon","Hilla","Al Akrameen",44.401249,32.461332,"24161","Rest of Iraq",228,38,0,0,36,0,0,0,0,0,192,36,0,186,6,36,0,0,0
"1536","Babylon","Hilla","Al jaza'er",44.443321,32.514487,"24162","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,30,12,0,0,0,0
"1537","Babylon","Al-Musayab","Al Hamiyah - Al Mutaq'edin 2",44.231576,32.815494,"24163","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,48,30,0,0,0,0
"1538","Babylon","Al-Musayab","Al Hamiyah Al Amer Village",44.220022,32.819913,"24164","Rest of Iraq",480,80,0,0,0,0,0,0,0,0,480,0,0,210,270,0,0,0,0
"1539","Babylon","Al-Musayab","Al Hamiyah-Oayef village",44.224478,32.81887,"24165","Rest of Iraq",594,99,0,0,0,90,0,0,0,0,504,90,90,300,204,0,90,0,0
"1540","Babylon","Al-Musayab","Al-Shoyokh",44.285787,32.778865,"24166","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,6,6,0,0,0,0
"1541","Babylon","Hilla","Al Tuhmazya",44.394433,32.467439,"24167","Rest of Iraq",198,33,0,0,72,0,0,0,0,0,126,72,72,120,6,72,0,0,0
"1542","Babylon","Al-Musayab","Al Ghadeer 2",44.265855,32.786145,"24168","Rest of Iraq",102,17,0,0,0,0,0,0,0,0,102,0,0,42,60,0,0,0,0
"1543","Babylon","Al-Musayab","Hay Al Ghadeer 4",44.26534,32.784954,"24169","Rest of Iraq",114,19,0,0,0,0,0,0,0,0,114,0,0,60,54,0,0,0,0
"1544","Babylon","Al-Musayab","Hay Al Shurta",44.272646,32.782023,"24170","Rest of Iraq",66,11,0,0,0,0,0,0,0,0,66,0,0,30,36,0,0,0,0
"1545","Babylon","Al-Musayab","Hay Al Moatnen 3",44.293434,32.775991,"24171","Rest of Iraq",72,12,0,0,0,0,0,0,0,0,72,0,0,30,42,0,0,0,0
"1546","Babylon","Al-Musayab","Saddat Al Zahra'a",44.298,32.71,"24172","Rest of Iraq",162,27,0,0,30,0,0,0,0,0,132,30,0,66,66,30,0,0,0
"1547","Baghdad","Al Resafa","Al Basaten",44.37542,33.408791,"24173","Rest of Iraq",84,14,0,0,0,0,0,0,0,0,84,0,0,84,0,0,0,0,0
"1548","Baghdad","Al Resafa","Al Ubaidy 760",44.511641,33.372964,"24174","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0
"1549","Baghdad","Adhamia","Al Basaten Al sadren complex",44.370296,33.417429,"24175","Rest of Iraq",222,37,0,0,0,0,0,0,0,0,222,0,0,222,0,0,0,0,0
"1550","Baghdad","Adhamia","Al Rabea'a 332",44.343156,33.393721,"24176","Rest of Iraq",96,16,0,0,0,0,0,0,0,0,96,0,0,96,0,0,0,0,0
"1551","Babylon","Al-Musayab","Hay Al Amer",44.289883,32.781172,"24177","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,48,60,0,0,0,0
"1552","Babylon","Al-Mahawil","Al Imam Hay Al Amir",44.51,32.66,"24178","Rest of Iraq",72,12,0,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,0
"1553","Basrah","Basrah","Al A'blah",47.7775,30.5478,"24179","Rest of Iraq",102,17,0,0,0,0,0,0,0,0,102,0,0,102,0,0,0,0,0
"1554","Basrah","Basrah","Al Sholah",47.7736,30.5233,"24180","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1555","Basrah","Basrah","Al Sibiliat",47.9413,30.4646,"24181","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1556","Basrah","Basrah","Casino Lebnan",47.8101,30.5086,"24182","Rest of Iraq",252,42,0,0,0,0,0,0,0,0,252,0,0,228,24,0,0,0,0
"1557","Diyala","Al-Khalis","Dali Abbas",44.86,34.08,"24194","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558","Kerbala","Kerbala","Al Shita Wa Salhiya",44.0212,32.5945,"24196","Rest of Iraq",210,35,0,0,0,0,0,0,0,0,210,0,0,210,0,0,0,0,0
"1559","Kerbala","Al-Hindiya","Al Jam'yah",44.219879,32.547041,"24198","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,78,0,0,0,0,0
"1560","Missan","Amara","Hay Shabanah",47.1447,31.8431,"24199","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1561","Najaf","Najaf","Al Hawli Area",44.357321,31.995142,"24200","Rest of Iraq",1200,200,0,0,1200,0,0,0,0,0,0,1200,1200,0,0,1200,0,0,0
"1562","Najaf","Najaf","Najaf Road",44.325767,32.103433,"24201","Rest of Iraq",744,124,0,0,744,0,0,0,0,0,0,744,744,0,0,744,0,0,0
"1563","Kirkuk","Kirkuk","Al Maratah",44.199738,35.434553,"24202","Rest of Iraq",1170,195,0,0,0,0,0,0,0,300,870,0,0,870,0,0,0,0,0
"1564","Ninewa","Mosul","Al Fadhliyah",43.267084,36.51058,"24204","Rest of Iraq",300,50,0,0,0,0,0,0,0,0,300,0,0,240,60,0,0,0,0
"1565","Ninewa","Mosul","Janjy",43.234304,36.487084,"24205","Rest of Iraq",144,24,0,0,0,0,0,0,0,0,144,0,0,144,0,0,0,0,0
"1566","Ninewa","Mosul","Doberdan",43.454525,36.444671,"24206","Rest of Iraq",156,26,0,0,0,0,0,0,0,0,156,0,0,156,0,0,0,0,0
"1567","Qadissiya","Afaq","Al Atawah Village",45.01606,32.152547,"24207","Rest of Iraq",330,55,0,0,120,0,0,0,0,0,210,120,120,210,0,120,0,0,0
"1568","Qadissiya","Diwaniya","Hay Al Sadir 3",44.945258,32.004841,"24208","Rest of Iraq",84,14,0,0,0,0,0,12,0,0,72,12,0,24,48,0,0,0,12
"1569","Qadissiya","Diwaniya","Shafiya - Hay Al-Askary",44.826507,31.953141,"24209","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,0,30,0,0,0,0
"1570","Salah al-Din","Al-Shirqat","Hay Al Qasbah",43.2271,35.5188,"24210","Rest of Iraq",1800,300,0,0,0,0,0,0,0,0,1800,0,0,1200,600,0,0,0,0
"1571","Salah al-Din","Tikrit","Al Na'mah Al Shamaliyah",43.8637,34.6867,"24211","Rest of Iraq",1500,250,0,180,120,180,0,0,0,0,1020,480,480,900,120,120,180,180,0
"1572","Salah al-Din","Tikrit","Al khuzamiya Village",43.6388,34.7676,"24212","Rest of Iraq",600,100,0,60,60,84,0,0,0,0,396,204,84,276,120,60,84,60,0
"1573","Wassit","Al-Suwaira","Al-Markaz",45.176974,32.75754,"24217","Rest of Iraq",1032,172,0,120,684,0,0,0,0,0,228,804,684,228,0,684,0,120,0
"1574","Wassit","Al-Suwaira","Abdullah Village",44.79606,32.912006,"24218","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1575","Wassit","Al-Azezia","Hay Dijla",45.070921,32.910342,"24219","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1576","Wassit","Kut","Al zahra'a - Al Dujily",46.069192,32.456884,"24220","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1577","Babylon","Hilla","Abdullah Ibn Zaid",44.378216,32.229878,"24225","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1578","Baghdad","Al Resafa","Summer - 704",44.475119,33.314241,"24226","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1579","Basrah","Al-Qurna","Al Thagar",47.4332,31.1462,"24227","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,54,0,0,0,0,0
"1580","Basrah","Abu Al-Khaseeb","Abo Jawzy",47.9078,30.4629,"24228","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1581","Basrah","Al-Zubair","Hay Al-hakim 2",47.7052,30.3792,"24229","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,18,12,0,0,0,0
"1582","Basrah","Basrah","Ibn Ghazwan",47.7991,30.5079,"24230","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1583","Basrah","Shatt Al-Arab","Shat Al Arab St 13",47.8536,30.5286,"24232","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1584","Kerbala","Al-Hindiya","Al Ma'had Al Fany",44.219879,32.547041,"24234","Rest of Iraq",600,100,0,600,0,0,0,0,0,0,0,600,600,0,0,0,0,600,0
"1585","Kirkuk","Al-Hawiga","Hay Jbor",43.796511,35.436662,"24235","Rest of Iraq",1800,300,0,0,0,0,0,0,0,0,1800,0,0,1800,0,0,0,0,0
"1586","Kirkuk","Al-Hawiga","Hay Al Latifiyah",43.797289,35.43442,"24236","Rest of Iraq",600,100,0,0,0,0,0,0,0,0,600,0,0,600,0,0,0,0,0
"1587","Kirkuk","Al-Hawiga","Random Area",43.800291,35.431715,"24237","Rest of Iraq",1200,200,0,0,0,0,0,0,0,0,1200,0,0,1200,0,0,0,0,0
"1588","Kirkuk","Daquq","Random Area",44.44936,35.128221,"24238","Rest of Iraq",3300,550,0,0,300,900,0,900,0,1200,0,2100,2100,0,0,300,900,0,900
"1589","Missan","Ali Al-Gharbi","Hay Al-Quds",46.738546,32.121493,"24239","Rest of Iraq",66,11,0,30,0,0,0,0,0,0,36,30,0,36,0,0,0,30,0
"1590","Najaf","Najaf","Hay Al zahraa - Al Haidariyah",44.275243,32.318961,"24240","Rest of Iraq",732,122,0,0,618,0,0,0,0,0,114,618,618,0,114,618,0,0,0
"1591","Najaf","Najaf","Al Mazaria' - Al Haidariyah",44.298073,32.332551,"24241","Rest of Iraq",1962,327,0,0,1002,0,0,0,0,0,960,1002,1002,0,960,1002,0,0,0
"1592","Qadissiya","Al-Shamiya","Hay Al-Shuhada",44.5775,31.9375,"24245","Rest of Iraq",36,6,0,0,0,0,0,0,0,0,36,0,0,18,18,0,0,0,0
"1593","Salah al-Din","Al-Shirqat","Hay Al Ziraa",43.2441,35.5071,"24246","Rest of Iraq",1200,200,0,300,0,300,0,0,0,0,600,600,600,300,300,0,300,300,0
"1594","Salah al-Din","Tikrit","Hay Al baladiyah",43.7129,34.6881,"24247","Rest of Iraq",1620,270,0,300,0,240,0,0,0,0,1080,540,540,960,120,0,240,300,0
"1595","Salah al-Din","Tikrit","Awajealah Quarter",43.7164,34.6791,"24248","Rest of Iraq",900,150,0,300,0,0,0,0,0,0,600,300,300,480,120,0,0,300,0
"1596","Salah al-Din","Tooz","Hay Al Zhoor",44.629,34.8836,"24249","Rest of Iraq",1200,200,0,480,0,420,0,0,0,0,300,900,900,240,60,0,420,480,0
"1597","Wassit","Kut","Al-Hawara'a 3",45.851916,32.486055,"24261","Rest of Iraq",378,63,0,0,252,0,0,0,0,0,126,252,252,18,108,252,0,0,0
"1598","Wassit","Kut","Hay Al Jawadeen Ola",45.863582,32.51895,"24262","Rest of Iraq",534,89,0,0,480,0,0,0,0,0,54,480,420,24,30,480,0,0,0
"1599","Kerbala","Kerbala","Al hurr center",43.885724,32.652323,"24264","Rest of Iraq",462,77,0,0,342,0,0,0,0,0,120,342,342,102,18,342,0,0,0
"1600","Babylon","Al-Mahawil","Jabla - Al Shuhada'a",44.601877,32.746257,"24265","Rest of Iraq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1601","Babylon","Al-Mahawil","Jabla - Al Dulimy",44.52899,32.760148,"24266","Rest of Iraq",42,7,0,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0
"1602","Babylon","Al-Mahawil","Jabla - Al Hamiry",44.518765,32.777462,"24267","Rest of Iraq",132,22,0,0,0,0,0,0,0,0,132,0,0,132,0,0,0,0,0
"1603","Babylon","Hashimiya","Albu Saabar",44.645901,32.373659,"24268","Rest of Iraq",102,17,0,0,0,0,0,0,0,66,36,0,0,36,0,0,0,0,0
"1604","Babylon","Hashimiya","Hay Al Intifadheh",44.659412,32.375031,"24269","Rest of Iraq",102,17,0,0,0,0,0,0,0,0,102,0,0,102,0,0,0,0,0
"1605","Babylon","Hashimiya","Al Madhatiyah - Hay Imam",44.667338,32.400894,"24270","Rest of Iraq",726,121,0,102,270,0,0,0,0,0,354,372,372,354,0,270,0,102,0
"1606","Babylon","Hashimiya","Al Madhatiyah - Al Qasabah Al kadimah",44.669592,32.401931,"24271","Rest of Iraq",186,31,0,0,54,0,0,0,0,54,78,54,0,78,0,54,0,0,0
"1607","Babylon","Hilla","Al Jamjamah",44.433086,32.526528,"24273","Rest of Iraq",366,61,0,0,132,0,0,0,0,0,234,132,132,234,0,132,0,0,0
"1608","Babylon","Hilla","Abu Khastawi",44.343245,32.527674,"24274","Rest of Iraq",300,50,0,0,126,0,0,0,0,0,174,126,102,174,0,126,0,0,0
"1609","Babylon","Hilla","Karaghol",44.42865,32.457444,"24275","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1610","Baghdad","Al Resafa","Al Sader- Katta'a 76",44.452639,33.403511,"24276","Rest of Iraq",300,50,0,0,0,0,0,0,0,0,300,0,0,300,0,0,0,0,0
"1611","Baghdad","Al Resafa","Al Karada - 901",44.44036,33.310932,"24277","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1612","Basrah","Basrah","Al- Jamhoriyah",47.7947,30.5251,"24278","Rest of Iraq",66,11,0,0,0,0,0,0,0,0,66,0,0,66,0,0,0,0,0
"1613","Basrah","Al-Zubair","Al Dawajin",47.7345,30.3549,"24279","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1614","Basrah","Al-Zubair","Door Dhubat Al Saf",47.6792,30.4284,"24280","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1615","Basrah","Basrah","Al Tuba Wa Al Nakhilah",47.7387,30.5526,"24281","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1616","Kerbala","Kerbala","Al-Safiya 2",43.997474,32.671714,"24285","Rest of Iraq",1836,306,0,0,0,0,0,0,0,0,1836,0,0,1836,0,0,0,0,0
"1617","Qadissiya","Afaq","Al Budair Area / Hay Al Askary 2",45.405724,31.971531,"24287","Rest of Iraq",222,37,0,0,60,78,0,0,0,0,84,138,0,84,0,60,78,0,0
"1618","Qadissiya","Afaq","Hay Al Zahra'a",45.234391,32.064975,"24288","Rest of Iraq",294,49,0,0,72,120,0,0,0,0,102,192,192,24,78,72,120,0,0
"1619","Missan","Amara","Hay 17 Rabe' Al Awal",47.139442,31.840917,"24289","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,24,6,0,0,0,0
"1620","Missan","Amara","Al - Rahma 1",47.12463,31.8934,"24290","Rest of Iraq",12,2,0,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0
"1621","Missan","Amara","Al Rahma 2",47.157048,31.871386,"24291","Rest of Iraq",72,12,0,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,0
"1622","Missan","Amara","Hay Al Mu'lmin Al Jadid",47.139095,31.865667,"24292","Rest of Iraq",330,55,0,312,0,0,0,0,0,0,18,312,300,12,6,0,0,312,0
"1623","Babylon","Hashimiya","Al Qasim Area - Al Qasabah Al kadima",44.683026,32.297528,"24293","Rest of Iraq",612,102,0,0,138,0,0,0,0,474,0,138,138,0,0,138,0,0,0
"1624","Babylon","Hilla","Al Bakraly",44.453495,32.495067,"24294","Rest of Iraq",612,102,0,0,126,0,0,0,0,0,486,126,126,474,12,126,0,0,0
"1625","Babylon","Hilla","Al Kafal Area - Al Shahbaniyah",44.38442,32.231608,"24295","Rest of Iraq",504,84,0,0,198,0,0,0,0,0,306,198,138,306,0,198,0,0,0
"1626","Babylon","Al-Musayab","Al Iskandariyah Area - Mowelha",44.349973,32.796736,"24296","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,78,0,0,0,0,0
"1627","Babylon","Al-Mahawil","Al Baqer Area - Jablah",44.729221,32.647792,"24297","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0
"1628","Babylon","Al-Mahawil","Hay Al wihda - Jablah",44.612798,32.751225,"24298","Rest of Iraq",24,4,0,0,0,0,0,0,0,0,24,0,0,24,0,0,0,0,0
"1629","Babylon","Al-Mahawil","Al Qasabah Al Kadimah",44.501926,32.67023,"24299","Rest of Iraq",258,43,0,0,138,0,0,0,0,0,120,138,138,120,0,138,0,0,0
"1630","Baghdad","Al Resafa","Al Sadir - Block 4",44.439992,33.360801,"24300","Rest of Iraq",336,56,0,0,0,0,0,0,0,0,336,0,0,336,0,0,0,0,0
"1631","Baghdad","Al Resafa","Al Sadir - block 63",44.437539,33.38916,"24301","Rest of Iraq",222,37,0,0,0,0,0,0,0,0,222,0,0,222,0,0,0,0,0
"1632","Salah al-Din","Baiji","Al Mushhaq Village",43.401864,35.185783,"24304","Rest of Iraq",900,150,0,180,60,180,0,0,0,0,480,420,360,420,60,60,180,180,0
"1633","Salah al-Din","Baiji","Al Namel Village",43.350906,35.335464,"24305","Rest of Iraq",600,100,0,60,90,210,0,0,0,0,240,360,300,180,60,90,210,60,0
"1634","Qadissiya","Diwaniya","Hay Ramadan",44.901525,31.980715,"24307","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,0
"1635","Qadissiya","Diwaniya","Hay Al Waely",44.88215,32.102,"24309","Rest of Iraq",264,44,0,0,120,60,0,0,0,0,84,180,120,60,24,120,60,0,0
"1636","Najaf","Kufa","Alwat Al Fahal",44.37777,32.051238,"24311","Rest of Iraq",1434,239,0,0,1386,0,0,0,0,0,48,1386,1356,0,48,1386,0,0,0
"1637","Anbar","Haditha","Hay Al barakah",42.382642,34.097778,"24313","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,108,0,0,0,0,0
"1638","Anbar","Haditha","Al Khansa'a",42.352734,34.084608,"24314","Rest of Iraq",222,37,0,0,0,0,0,0,0,0,222,0,0,222,0,0,0,0,0
"1639","Anbar","Haditha","Hay Al Rahman",42.376353,34.095277,"24315","Rest of Iraq",162,27,0,0,0,0,0,0,0,0,162,0,0,162,0,0,0,0,0
"1640","Anbar","Haditha","Hay Al Salam",42.35804,34.089224,"24316","Rest of Iraq",156,26,0,0,0,0,0,0,0,0,156,0,0,156,0,0,0,0,0
"1641","Anbar","Haditha","Hay Al Sadeq",42.366754,34.079306,"24317","Rest of Iraq",60,10,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0
"1642","Anbar","Haditha","Hay Al Somod",42.376703,34.095627,"24318","Rest of Iraq",150,25,0,0,0,0,0,0,0,0,150,0,0,150,0,0,0,0,0
"1643","Anbar","Haditha","Hay Al Mustafa",42.366315,34.087153,"24319","Rest of Iraq",66,11,0,0,0,0,0,0,0,0,66,0,0,66,0,0,0,0,0
"1644","Anbar","Haditha","Al Khaldiyah Village",42.415888,34.022311,"24320","Rest of Iraq",318,53,0,0,0,0,0,0,0,0,318,0,0,318,0,0,0,0,0
"1645","Anbar","Haditha","Al Shamiyah Village",42.379541,34.075578,"24321","Rest of Iraq",156,26,0,0,0,0,0,0,0,0,156,0,0,156,0,0,0,0,0
"1646","Anbar","Haditha","Jabeel Bani Salih Village",42.404385,34.068697,"24322","Rest of Iraq",198,33,0,0,0,0,0,0,0,0,198,0,0,198,0,0,0,0,0
"1647","Anbar","Haditha","Shbirah Village",42.408788,34.06524,"24323","Rest of Iraq",582,97,0,0,0,0,0,0,0,0,582,0,0,582,0,0,0,0,0
"1648","Anbar","Haditha","Al Sheikh Mohammad Village",42.393653,34.12485,"24324","Rest of Iraq",522,87,0,0,0,0,0,0,0,0,522,0,0,522,0,0,0,0,0
"1649","Anbar","Heet","Al Jazerah",42.573295,33.902137,"24325","Rest of Iraq",324,54,0,0,0,0,0,0,0,0,324,0,0,324,0,0,0,0,0
"1650","Anbar","Heet","Al Hamadi",42.841823,33.635724,"24326","Rest of Iraq",132,22,0,0,0,0,0,0,0,0,132,0,0,132,0,0,0,0,0
"1651","Anbar","Heet","Al Hitan",42.732874,33.781982,"24327","Rest of Iraq",48,8,0,0,0,0,0,0,0,0,48,0,0,48,0,0,0,0,0
"1652","Anbar","Heet","Al Rees",42.753416,33.7057,"24328","Rest of Iraq",168,28,0,0,0,0,0,0,0,0,168,0,0,168,0,0,0,0,0
"1653","Anbar","Heet","Al Sardiyah",42.716144,33.732866,"24329","Rest of Iraq",360,60,0,0,0,0,0,0,0,0,360,0,0,360,0,0,0,0,0
"1654","Anbar","Heet","Al Sa'dan",42.745073,33.746754,"24330","Rest of Iraq",264,44,0,0,0,0,0,0,0,0,264,0,0,264,0,0,0,0,0
"1655","Anbar","Heet","Al A'mrah",42.476101,34.02123,"24331","Rest of Iraq",78,13,0,0,0,0,0,0,0,0,78,0,0,78,0,0,0,0,0
"1656","Anbar","Heet","Al Wafa'a",43.004028,33.544416,"24332","Rest of Iraq",312,52,0,0,0,0,0,0,0,0,312,0,0,312,0,0,0,0,0
"1657","Anbar","Heet","A'mirah",42.79214,33.703645,"24333","Rest of Iraq",108,18,0,0,0,0,0,0,0,0,108,0,0,108,0,0,0,0,0
"1658","Anbar","Heet","Qanan",42.79735,33.662678,"24334","Rest of Iraq",180,30,0,0,0,0,0,0,0,0,180,0,0,180,0,0,0,0,0
"1659","Anbar","Heet","Manazil",42.771718,33.704429,"24335","Rest of Iraq",360,60,0,0,0,0,0,0,0,0,360,0,0,360,0,0,0,0,0
"1660","Babylon","Al-Mahawil","Al Tahriyah",44.469177,32.74838,"24336","Rest of Iraq",48,8,0,0,48,0,0,0,0,0,0,48,0,0,0,48,0,0,0
"1661","Babylon","Hilla","Hay Nadir 2",44.427596,32.446647,"24337","Rest of Iraq",210,35,0,0,102,0,0,0,0,0,108,102,102,108,0,102,0,0,0
"1662","Babylon","Hilla","Omran Ibn Ali",44.421187,32.531901,"24338","Rest of Iraq",60,10,0,0,60,0,0,0,0,0,0,60,0,0,0,60,0,0,0
"1663","Babylon","Hilla","Al Wardiyah",44.490557,32.484622,"24339","Rest of Iraq",396,66,0,0,150,0,0,0,0,0,246,150,150,246,0,150,0,0,0
"1664","Babylon","Hashimiya","Bermana villge",44.527464,32.398766,"24340","Rest of Iraq",72,12,0,0,0,0,0,0,0,0,72,0,0,72,0,0,0,0,0
"1665","Baghdad","Karkh","Al Ilam",44.341168,33.243257,"24341","Rest of Iraq",360,60,0,0,0,0,0,0,0,0,360,0,0,360,0,0,0,0,0
"1666","Baghdad","Al Resafa","Al Ubaidy 768",44.510048,33.384439,"24342","Rest of Iraq",252,42,0,0,120,0,0,0,0,0,132,120,120,132,0,120,0,0,0
"1667","Basrah","Al-Zubair","Al Shuqaq",47.7722,30.2363,"24343","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"1668","Basrah","Basrah","Al Kaim 1",47.8094,30.4619,"24344","Rest of Iraq",30,5,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,0
"1669","Basrah","Basrah","Mahalat Al hasan",47.8209,30.4993,"24345","Rest of Iraq",18,3,0,0,0,0,0,0,0,0,18,0,0,18,0,0,0,0,0
"1670","Basrah","Basrah","Al Ashar Center",47.8335,30.5176,"24346","Rest of Iraq",234,39,0,0,0,0,0,0,0,0,234,0,0,12,222,0,0,0,0
"1671","Basrah","Basrah","Al Qibla 4000",47.8265,30.4713,"24347","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"1672","Basrah","Basrah","Bashar ST",47.8177,30.4991,"24348","Rest of Iraq",6,1,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0
"1673","Basrah","Al-Qurna","Al Sharsh",47.4538,30.9664,"24350","Rest of Iraq",54,9,0,0,0,0,0,0,0,0,54,0,0,42,12,0,0,0,0
"1674","Kerbala","Kerbala","Hay Al Amel",43.992595,32.619702,"24355","Rest of Iraq",156,26,0,0,156,0,0,0,0,0,0,156,156,0,0,156,0,0,0
"1675","Kerbala","Kerbala","Al Hussiniyah ST",44.059804,32.630652,"24356","Rest of Iraq",204,34,0,0,204,0,0,0,0,0,0,204,204,0,0,204,0,0,0
"1676","Kerbala","Kerbala","Baghdad ST",44.051016,32.648845,"24357","Rest of Iraq",522,87,0,0,522,0,0,0,0,0,0,522,522,0,0,522,0,0,0
"1677","Kerbala","Kerbala","Babylon ST",44.054671,32.60631,"24358","Rest of Iraq",1512,252,0,0,1512,0,0,0,0,0,0,1512,1512,0,0,1512,0,0,0
"1678","Kirkuk","Kirkuk","Al Hurriyah",44.391612,35.500082,"24359","Rest of Iraq",2400,400,0,0,0,360,0,0,0,240,1800,360,360,600,1200,0,360,0,0
"1679","Kirkuk","Kirkuk","Hay Salah Al din",44.403347,35.462746,"24360","Rest of Iraq",600,100,0,0,0,360,0,0,0,0,240,360,360,0,240,0,360,0,0
