"","Seq","Master.ID","DTM.ID","Master.Families","Origin.Governorate","Displacement.Info.Status","Governorate","District","Sub.District","Area","Place","Place_ar","PlaceID","Longitude","Latitude","Last.Asst.Rd#","Current.Round","Current.Round.Date","IDPs.in.Camps.or.transit.camps","Rented.Hotel","Rented.House","IDP.Owned.House","With.Relative","With.HC.non.Relative","School.Building","Mosques.Holly.Shrines","Abandoned.public.buildings.under.construction","Collective.centres","Informal.settlements","Military.Camps","Unknown.or.other","sufficient.access.to.food","adequate.access.to.potable.water","in.need.of.CRIs","adequate.sanitation.facilities","access.to.functioning.health.facilities","priority.need.of.the.displaced.population.in.the.location","has.received.assistance","assistance.previously.received","Note","Date.Displacement","total","Month.Displacement","communal.setting","private.setting","pc.communal","pc.camp","priority.Food","priority.Shelter","priority.NFI","priority.Water","priority.Cash","priority.Health","priority.Child","class.total","class.pccommunal","class.school","class.camp","class.date","datecut","Assistance.received","Shelterpriority","Hosted.or.Owned.Accomodation","Rented.Accomodation","Organised.site","Improvised.site","Squatted.schools","Open.air","base2","IDPs.in.Camps.or.transit.camps10","School.Building10","Mosques.Holly.Shrines10","Abandoned10","Collective.centres10","Informal.settlements10","Military.Camps10","communal.setting10"
"2321",2384,NA,NA,2,"Baghdad","Same","Missan","Amara",NA,NA,"Hay Al-Shahedain","حي الشهيدين","16848",47.116666,31.833444,NA,NA,NA,0,0,0,0,12,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,12,"Jun-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2322",2385,NA,NA,2,"Diyala","Same","Missan","Amara",NA,NA,"Hay Al-Shahedain","حي الشهيدين","16848",47.116666,31.833444,NA,NA,NA,0,0,6,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,12,"Jul-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2323",2386,NA,NA,2,"Kirkuk","Same","Missan","Amara",NA,NA,"Hay Al-Shahedain","حي الشهيدين","16848",47.116666,31.833444,NA,NA,NA,0,0,6,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,12,"Aug-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2324",2387,NA,NA,1,"Ninewa","Same","Missan","Amara",NA,NA,"Hay Al-Shahedain","حي الشهيدين","16848",47.116666,31.833444,NA,NA,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,6,"Jun-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2325",2388,NA,NA,2,"Anbar","Same","Missan","Amara",NA,NA,"Hay Al-Shahedain","حي الشهيدين","16848",47.116666,31.833444,NA,NA,NA,0,0,0,0,12,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,12,"Jun-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2326",2389,NA,NA,4,"Kirkuk","Same","Missan","Amara",NA,NA,"Hay al-shuhada'a","حي الشهداء","16593",47.127222,31.875278,NA,NA,NA,0,0,0,0,0,0,24,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,24,"Aug-14",24,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,0,24,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2327",2390,NA,NA,15,"Ninewa","Updated","Missan","Amara",NA,NA,"Hay al-shuhada'a","حي الشهداء","16593",47.127222,31.875278,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,84,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,90,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2328",2391,NA,NA,1,"Ninewa","New","Missan","Amara",NA,NA,"Hay al-shuhada'a","حي الشهداء","16593",47.127222,31.875278,NA,NA,NA,0,0,0,0,0,0,6,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,6,"Sep-14",6,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,0,6,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2329",2392,NA,NA,1,"Ninewa","Same","Missan","Amara",NA,NA,"Hay al-shuhada'a","حي الشهداء","16593",47.127222,31.875278,NA,NA,NA,0,0,0,0,0,0,6,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-10-15,6,NA,6,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,0,6,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2330",2393,NA,NA,2,"Salah al-Din","Same","Missan","Amara",NA,NA,"Hay al-yarmok","حي اليرموك","16457",47.156944,31.786667,NA,NA,NA,0,0,0,0,12,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,12,"Jul-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2331",2394,NA,NA,2,"Ninewa","Same","Missan","Amara",NA,NA,"Hay al-yarmok","حي اليرموك","16457",47.156944,31.786667,NA,NA,NA,0,0,0,0,12,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,12,"Jul-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2332",2395,NA,NA,87,"Ninewa","Same","Missan","Amara",NA,NA,"Hay Al-Zahra'a","حي الزهراء","16838",47.150194,31.866722,NA,NA,NA,0,0,0,0,0,0,426,0,0,0,0,0,96,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,522,"Jul-14",426,0,0.816091954022989,0,0,0,0,0,0,0,0,1,4,2,1,0,"Post-June",1,0,0,0,0,0,426,0,"Rest of Iraq",0,426,0,0,0,0,0,426
"2333",2396,NA,NA,8,"Ninewa","Same","Missan","Amara",NA,NA,"Hay Al-Zahra'a","حي الزهراء","16838",47.150194,31.866722,NA,NA,NA,0,0,0,0,0,0,48,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,48,"Sep-14",48,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,0,48,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2334",2397,NA,NA,7,"Kirkuk","Same","Missan","Amara",NA,NA,"Hay Al-Zahra'a","حي الزهراء","16838",47.150194,31.866722,NA,NA,NA,0,0,12,0,18,0,0,0,0,0,0,0,12,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,42,"Aug-14",0,30,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,18,12,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2335",2398,NA,NA,2,"Kirkuk","Updated","Missan","Amara",NA,NA,"Hay Al-Zahra'a","حي الزهراء","16838",47.150194,31.866722,NA,NA,NA,0,0,0,0,6,0,6,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,12,"Sep-14",6,6,0.5,0,0,0,0,0,0,0,0,1,3,1,1,0,"Post-June",1,0,6,0,0,0,6,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2336",2399,NA,NA,1,"Diyala","Same","Missan","Amara",NA,NA,"Hay Al-Zahra'a","حي الزهراء","16838",47.150194,31.866722,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,6,"Jul-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2337",2400,NA,NA,1,"Anbar","Same","Missan","Amara",NA,NA,"Hay Al-Zahra'a","حي الزهراء","16838",47.150194,31.866722,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,6,"Jul-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2338",2401,NA,NA,29,"Ninewa","Same","Missan","Amara",NA,NA,"Hay Al-Zahra'a - Al Kumayt","ناحية كميت / حي الزهراء","24486",46.882207,32.029719,NA,NA,NA,0,0,0,0,0,0,174,0,0,0,0,0,0,"Yes","Yes","No","Yes",NA,NA,NA,NA,NA,2014-08-15,174,"Aug-14",174,0,1,0,0,0,0,0,0,0,0,1,5,2,1,0,"Post-June",1,0,0,0,0,0,174,0,"Rest of Iraq",0,174,0,0,0,0,0,174
"2339",2402,NA,NA,8,"Salah al-Din","Same","Missan","Amara",NA,NA,"Hay Awasha","حي عواشه","16844",47.150194,31.816666,NA,NA,NA,0,0,12,0,36,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,48,"Jul-14",0,48,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,36,12,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2340",2403,NA,NA,2,"Anbar","Same","Missan","Amara",NA,NA,"Hay Awasha","حي عواشه","16844",47.150194,31.816666,NA,NA,NA,0,0,0,0,12,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,12,"Jul-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2341",2404,NA,NA,1,"Anbar","Same","Missan","Amara",NA,NA,"Hay Awasha","حي عواشه","16844",47.150194,31.816666,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,6,"Sep-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2342",2405,NA,NA,3,"Kirkuk","Same","Missan","Amara",NA,NA,"Hay Awasha","حي عواشه","16844",47.150194,31.816666,NA,NA,NA,0,0,0,0,18,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,18,"Aug-14",0,18,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,18,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2343",2406,NA,NA,1,"Kirkuk","Same","Missan","Amara",NA,NA,"Hay Awasha","حي عواشه","16844",47.150194,31.816666,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,6,"Sep-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2344",2407,NA,NA,22,"Ninewa","Same","Missan","Amara",NA,NA,"Hay Awasha","حي عواشه","16844",47.150194,31.816666,NA,NA,NA,0,0,24,0,66,12,0,0,0,0,0,0,30,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,132,"Jun-14",0,102,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,78,24,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2345",2408,NA,NA,2,"Ninewa","New","Missan","Amara",NA,NA,"Hay Awasha","حي عواشه","16844",47.150194,31.816666,NA,NA,NA,0,0,6,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-10-15,12,NA,0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2346",2409,NA,NA,1,"Kirkuk","Same","Missan","Amara",NA,NA,"Hay Dijlah","حي دجله","16860",47.17527778,31.83972222,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,6,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2347",2410,NA,NA,1,"Baghdad","Same","Missan","Amara",NA,NA,"Hay Dijlah - Al Kumayt","ناحية كميت / حي دجله","16847",46.878883,32.035243,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,6,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2348",2411,NA,NA,1,"Diyala","Same","Missan","Amara",NA,NA,"Hay Nahawnd","حي نهاوند","16813",47.133472,31.850027,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,6,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2349",2412,NA,NA,1,"Kirkuk","Same","Missan","Amara",NA,NA,"Hay Nahawnd","حي نهاوند","16813",47.133472,31.850027,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,6,"Jul-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2350",2413,NA,NA,16,"Ninewa","Same","Missan","Amara",NA,NA,"Hay Nahawnd","حي نهاوند","16813",47.133472,31.850027,NA,NA,NA,0,0,6,0,6,0,84,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,96,"Jul-14",84,12,0.875,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,6,6,0,0,84,0,"Rest of Iraq",0,84,0,0,0,0,0,84
"2351",2414,NA,NA,3,"Ninewa","Updated","Missan","Amara",NA,NA,"Hay Nahawnd","حي نهاوند","16813",47.133472,31.850027,NA,NA,NA,0,0,0,0,0,0,18,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,18,"Sep-14",18,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,0,18,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2352",2415,NA,NA,1,"Ninewa","New","Missan","Amara",NA,NA,"Hay Nahawnd","حي نهاوند","16813",47.133472,31.850027,NA,NA,NA,0,0,0,0,0,0,6,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-10-15,6,NA,6,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,"Post-June",1,0,0,0,0,0,6,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2353",2416,NA,NA,1,"Salah al-Din","Same","Missan","Amara",NA,NA,"Hay Nahawnd","حي نهاوند","16813",47.133472,31.850027,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,6,"Jul-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2354",2417,NA,NA,1,"Diyala","Same","Missan","Amara",NA,NA,"Hay Sayed Ashur","حي سيد عاشور","16814",47.166722,31.833444,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,6,"Jul-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2355",2418,NA,NA,1,"Ninewa","Same","Missan","Amara",NA,NA,"Hay Sayed Jamil","حي سيد جميل","22826",47.174558,31.851961,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,6,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2356",2419,NA,NA,1,"Kirkuk","Same","Missan","Amara",NA,NA,"Hay Shabanah","حي الشبانه","24199",47.1447,31.8431,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,6,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2357",2421,NA,NA,1,"Salah al-Din","Same","Missan","Amara",NA,NA,"Kusiba 1 village","قرية كصيبه 1","22889",47.155543,31.755739,NA,NA,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,6,"Sep-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2358",2422,NA,NA,6,"Diyala","Same","Missan","Amara",NA,NA,"Nahar saad","نهر سعد","16616",46.938611,31.952778,NA,NA,NA,0,0,12,0,24,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,36,"Jul-14",0,36,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,24,12,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2359",2423,NA,NA,1,"Ninewa","Same","Missan","Qal'at Saleh",NA,NA,"Al Kasarah Village","ناحية العزير / قرية الكساره","16014",47.453889,31.350556,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,6,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2360",2424,NA,NA,1,"Ninewa","Same","Missan","Qal'at Saleh",NA,NA,"Al-haydariyah","قرية الحيدرية","16103",47.373889,31.485278,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,6,"Jun-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2361",2425,NA,NA,2,"Kirkuk","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al Ghadeer","حي الغدير","21220",47.29527778,31.52944444,NA,NA,NA,0,0,12,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,12,"Jun-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,12,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2362",2426,NA,NA,2,"Kirkuk","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al Hurria","حي الحريه","21369",47.28944444,31.51944444,NA,NA,NA,0,0,0,0,12,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,12,"Jun-14",0,12,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,12,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2363",2427,NA,NA,4,"Diyala","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al Hurria","حي الحريه","21369",47.28944444,31.51944444,NA,NA,NA,0,0,0,0,0,24,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,24,"Aug-14",0,24,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,24,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2364",2428,NA,NA,1,"Kirkuk","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al Husayniyah","حي الحسينيه","15777",47.289579,31.52647,NA,NA,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,6,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2365",2429,NA,NA,6,"Ninewa","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al Husayniyah","حي الحسينيه","15777",47.289579,31.52647,NA,NA,NA,0,0,0,0,0,36,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,36,"Aug-14",0,36,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,36,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2366",2430,NA,NA,1,"Salah al-Din","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al Husayniyah","حي الحسينيه","15777",47.289579,31.52647,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,6,"Jul-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2367",2431,NA,NA,3,"Ninewa","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al Sadir","حي الصدر","21370",47.29166667,31.52027778,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,12,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,18,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2368",2432,NA,NA,10,"Ninewa","Updated","Missan","Qal'at Saleh",NA,NA,"Hay Al-Ameer","حي الامير","23622",47.289951,31.530099,NA,NA,NA,0,0,18,0,42,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,60,"Jun-14",0,60,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,42,18,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2369",2433,NA,NA,1,"Ninewa","New","Missan","Qal'at Saleh",NA,NA,"Hay Al-Ameer","حي الامير","23622",47.289951,31.530099,NA,NA,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,6,"Sep-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2370",2434,NA,NA,11,"Kirkuk","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al-Ameer","حي الامير","23622",47.289951,31.530099,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,60,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,66,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2371",2435,NA,NA,1,"Ninewa","Same","Missan","Qal'at Saleh",NA,NA,"Hay al-karamah","حي الكرامه","16180",47.32,31.550833,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-06-15,6,"Jun-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2372",2436,NA,NA,1,"Salah al-Din","Same","Missan","Qal'at Saleh",NA,NA,"Hay al-shuhada'a","حي الشهداء","24548",47.296903,31.519199,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,6,"Aug-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2373",2437,NA,NA,1,"Ninewa","Same","Missan","Qal'at Saleh",NA,NA,"Hay al-shuhada'a","حي الشهداء","24548",47.296903,31.519199,NA,NA,NA,0,0,6,0,0,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-09-15,6,"Sep-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,0,6,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2374",2438,NA,NA,1,"Salah al-Din","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al-Uroba","حي العروبه","16136",47.295556,31.511389,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,6,"Jul-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2375",2439,NA,NA,5,"Ninewa","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al-Uroba","حي العروبه","16136",47.295556,31.511389,NA,NA,NA,0,0,0,0,0,30,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-08-15,30,"Aug-14",0,30,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,30,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
"2376",2440,NA,NA,1,"Kirkuk","Same","Missan","Qal'at Saleh",NA,NA,"Hay Al-Uroba","حي العروبه","16136",47.295556,31.511389,NA,NA,NA,0,0,0,0,6,0,0,0,0,0,0,0,0,"Yes","Yes","Yes","Yes",NA,NA,NA,NA,NA,2014-07-15,6,"Jul-14",0,6,0,0,0,0,0,0,0,0,0,1,1,1,1,0,"Post-June",1,0,6,0,0,0,0,0,"Rest of Iraq",0,0,0,0,0,0,0,0
